지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),일 최심신적설(cm),일 최심적설(cm)
112,인천,2018-10-23,13.8,6.8,2.8,,
112,인천,2018-10-24,14.1,,1.9,,
112,인천,2018-10-25,14.9,,1.4,,
112,인천,2018-10-26,13.2,15.6,4.3,,
112,인천,2018-10-27,9.9,,5.4,,
112,인천,2018-10-28,9.8,6.4,3.1,,
112,인천,2018-10-29,8.3,0,3.7,,
112,인천,2018-10-30,7.3,0,2.8,,
112,인천,2018-10-31,8.1,0,3,,
112,인천,2018-11-01,9.9,,2,,
112,인천,2018-11-02,11.6,,1.8,,
112,인천,2018-11-03,12,,1.8,,
112,인천,2018-11-04,11.7,,1.9,,
112,인천,2018-11-05,12.1,,2.1,,
112,인천,2018-11-06,12.1,,1.6,,
112,인천,2018-11-07,12.6,2.5,1.8,,
112,인천,2018-11-08,12.8,49.6,4.4,,
112,인천,2018-11-09,12.5,0,5.9,,
112,인천,2018-11-10,12,.5,2.3,,
112,인천,2018-11-11,8.3,0,2.1,,
112,인천,2018-11-12,8.2,,3,,
112,인천,2018-11-13,9,,2.9,,
112,인천,2018-11-14,9.6,,2.4,,
112,인천,2018-11-15,10.4,,1.8,,
112,인천,2018-11-16,8.6,,2.7,,
112,인천,2018-11-17,5.3,,3.1,,
112,인천,2018-11-18,7,,1.6,,
112,인천,2018-11-19,7.9,,2.4,,
112,인천,2018-11-20,8.1,1.3,3.1,,
112,인천,2018-11-21,6.3,3.1,3.1,,
112,인천,2018-11-22,3,,3.9,,
112,인천,2018-11-23,2.8,,2.4,,
112,인천,2018-11-24,4.6,9.6,3.5,1.6,1.6
112,인천,2018-11-25,6.8,,1.8,,
112,인천,2018-11-26,8.4,,1.6,,
112,인천,2018-11-27,8.4,,3.3,,
112,인천,2018-11-28,5.2,,3.6,,
112,인천,2018-11-29,3.9,0,2.2,,
112,인천,2018-11-30,3.5,,2.1,,
112,인천,2018-12-01,6.3,,2.2,,
112,인천,2018-12-02,9.2,,2.5,,
112,인천,2018-12-03,11.8,6.6,3.5,,
112,인천,2018-12-04,6.5,5.8,5.3,,
112,인천,2018-12-05,-.3,,4.2,,
112,인천,2018-12-06,2.1,0,4.2,,
112,인천,2018-12-07,-6.8,,6.4,,
112,인천,2018-12-08,-8,,5.3,,
112,인천,2018-12-09,-6.4,,3.9,,
112,인천,2018-12-10,-1.7,,2.5,,
112,인천,2018-12-11,.9,,3.1,,
112,인천,2018-12-12,-1.4,,3.6,,
112,인천,2018-12-13,-1.6,3.6,4.4,4.2,4.2
112,인천,2018-12-14,-3.8,,3.3,,1.4
112,인천,2018-12-15,-2,,1.7,,.6
112,인천,2018-12-16,1.2,.6,2.7,.6,.9
112,인천,2018-12-17,2.7,,3.3,,
112,인천,2018-12-18,4.2,,2.4,,
112,인천,2018-12-19,4.7,,2.1,,
112,인천,2018-12-20,3.7,,2.2,,
112,인천,2018-12-21,5.2,,1.9,,
112,인천,2018-12-22,5.6,,2.7,,
112,인천,2018-12-23,2.5,,4.9,,
112,인천,2018-12-24,-1.5,,2.3,,
112,인천,2018-12-25,1.1,0,3,,
112,인천,2018-12-26,-1.9,0,5.3,,
112,인천,2018-12-27,-9.5,,6.1,,
112,인천,2018-12-28,-9.6,,4.3,,
112,인천,2018-12-29,-6.8,,5.3,,
112,인천,2018-12-30,-6.6,,2.9,,
112,인천,2018-12-31,-4.9,,2.7,,
112,인천,2019-01-01,-4.4,,3.3,,
112,인천,2019-01-02,-3.9,,2.2,,
112,인천,2019-01-03,-2.6,,2.1,,
112,인천,2019-01-04,-.3,0,1.9,,
112,인천,2019-01-05,-2.8,,3.8,,
112,인천,2019-01-06,-2.7,,2.1,,
112,인천,2019-01-07,-1.3,,2.1,,
112,인천,2019-01-08,-2.9,,4.9,,
112,인천,2019-01-09,-4.6,,2.4,,
112,인천,2019-01-10,-.9,,1.9,,
112,인천,2019-01-11,2.2,,1.6,,
112,인천,2019-01-12,2.2,,2.1,,
112,인천,2019-01-13,1.3,,2,,
112,인천,2019-01-14,1.7,,1.2,,
112,인천,2019-01-15,-1.9,,4.9,,
112,인천,2019-01-16,-4.9,.6,3.2,.6,.6
112,인천,2019-01-17,.6,.1,3.3,,.6
112,인천,2019-01-18,1.3,,1.8,,
112,인천,2019-01-19,3.8,,2.3,,
112,인천,2019-01-20,-1.4,,5.6,,
112,인천,2019-01-21,.5,,3.7,,
112,인천,2019-01-22,3.4,,3,,
112,인천,2019-01-23,2.7,,3.7,,
112,인천,2019-01-24,.2,,2.4,,
112,인천,2019-01-25,-1.1,,4.7,,
112,인천,2019-01-26,-2.5,,4.7,,
112,인천,2019-01-27,.8,,2.5,,
112,인천,2019-01-28,1.2,0,5.4,,
112,인천,2019-01-29,0,,2.1,,
112,인천,2019-01-30,1.7,,1.7,,
112,인천,2019-01-31,-2.4,,5,,
112,인천,2019-02-01,-.9,,2.5,,
112,인천,2019-02-02,2.9,0,3,,
112,인천,2019-02-03,3.1,19.5,3.5,,
112,인천,2019-02-04,-.7,,3,,
112,인천,2019-02-05,3.6,,2.9,,
112,인천,2019-02-06,5.3,,2.1,,
112,인천,2019-02-07,-2.9,0,6,,
112,인천,2019-02-08,-6.8,,3.7,,
112,인천,2019-02-09,-5.2,,4.7,,
112,인천,2019-02-10,-5.1,,3,,
112,인천,2019-02-11,-2.6,,3.3,,
112,인천,2019-02-12,-.8,0,2.6,,
112,인천,2019-02-13,-2.4,,3.8,,
112,인천,2019-02-14,-1.8,,2.8,,
112,인천,2019-02-15,-1,2.6,2.7,3.5,3.5
112,인천,2019-02-16,-2.4,0,4.1,,.3
112,인천,2019-02-17,-1.1,,2.8,,
112,인천,2019-02-18,.6,,1.8,,
112,인천,2019-02-19,1.3,4.5,2.8,4.2,4.2
112,인천,2019-02-20,2,,3.2,,
112,인천,2019-02-21,2.1,,2.1,,
112,인천,2019-02-22,3.1,,2.2,,
112,인천,2019-02-23,6.3,,1.7,,
112,인천,2019-02-24,5.2,,2.1,,
112,인천,2019-02-25,3.6,,2.6,,
112,인천,2019-02-26,4.7,,2.2,,
112,인천,2019-02-27,6,,2,,
112,인천,2019-02-28,5.5,,2.1,,
112,인천,2019-03-01,5.5,,2.2,,
112,인천,2019-03-02,6.7,,2,,
112,인천,2019-03-03,7.9,,2.5,,
112,인천,2019-03-04,7.8,,3,,
112,인천,2019-03-05,6.8,,2.3,,
112,인천,2019-03-06,7,0,2.4,,
112,인천,2019-03-07,6.4,,4,,
112,인천,2019-03-08,5,,2.3,,
112,인천,2019-03-09,6.3,,1.6,,
112,인천,2019-03-10,9,,3.4,,
112,인천,2019-03-11,5.1,.1,2.3,,
112,인천,2019-03-12,4.3,,4.5,,
112,인천,2019-03-13,3.8,,5.7,,
112,인천,2019-03-14,5.3,,2.6,,
112,인천,2019-03-15,5.2,1.5,2.6,,
112,인천,2019-03-16,4.7,,2.9,,
112,인천,2019-03-17,6,,2.5,,
112,인천,2019-03-18,6.5,,2.2,,
112,인천,2019-03-19,8.2,,2.2,,
112,인천,2019-03-20,10.1,16.4,2.8,,
112,인천,2019-03-21,6.6,4.7,5.1,,
112,인천,2019-03-22,3.4,,5.5,,
112,인천,2019-03-23,3.8,2.6,4.7,,
112,인천,2019-03-24,4.8,,3.4,,
112,인천,2019-03-25,7.4,,4.3,,
112,인천,2019-03-26,9.4,,2.7,,
112,인천,2019-03-27,9.5,,4.4,,
112,인천,2019-03-28,7.8,,3.2,,
112,인천,2019-03-29,7.9,0,3.5,,
112,인천,2019-03-30,5,3.1,4.9,,
112,인천,2019-03-31,4.8,,5.9,,
112,인천,2019-04-01,6,,4.2,,
112,인천,2019-04-02,6.7,,3.7,,
112,인천,2019-04-03,7.3,,3,,
112,인천,2019-04-04,8,,4.2,,
112,인천,2019-04-05,10.5,,4.2,,
112,인천,2019-04-06,9.4,0,2.7,,
112,인천,2019-04-07,11.7,,3.1,,
112,인천,2019-04-08,10.7,,3.5,,
112,인천,2019-04-09,9.8,14.9,4.5,,
112,인천,2019-04-10,7.1,3.8,3.9,,
112,인천,2019-04-11,9,,2.5,,
112,인천,2019-04-12,9.9,,2.5,,
112,인천,2019-04-13,11.1,,2.2,,
112,인천,2019-04-14,9.6,2.4,3.7,,
112,인천,2019-04-15,11.1,,2.9,,
112,인천,2019-04-16,14,,2.2,,
112,인천,2019-04-17,14.2,,2.3,,
112,인천,2019-04-18,11.5,0,3.1,,
112,인천,2019-04-19,13.6,,2.7,,
112,인천,2019-04-20,13.4,1.1,2.4,,
112,인천,2019-04-21,12.5,.7,2,,
112,인천,2019-04-22,16.1,,1.8,,
112,인천,2019-04-23,17.3,0,2,,
112,인천,2019-04-24,16.7,5.9,2.4,,
112,인천,2019-04-25,12.7,9.6,2.7,,
112,인천,2019-04-26,8.5,2.7,3.5,,
112,인천,2019-04-27,11,,2.5,,
112,인천,2019-04-28,12.6,0,2.3,,
112,인천,2019-04-29,13.5,,1.7,,
112,인천,2019-04-30,14.4,,2.3,,
112,인천,2019-05-01,14.2,,3,,
112,인천,2019-05-02,16,,3.4,,
112,인천,2019-05-03,15.4,,2.3,,
112,인천,2019-05-04,16.3,,2.2,,
112,인천,2019-05-05,16.7,,2.8,,
112,인천,2019-05-06,13.6,,5.7,,
112,인천,2019-05-07,13.4,,3,,
112,인천,2019-05-08,13.8,,3.5,,
112,인천,2019-05-09,14.1,,2.9,,
112,인천,2019-05-10,15.2,,2.1,,
112,인천,2019-05-11,16.6,,2.1,,
112,인천,2019-05-12,18.5,,1.7,,
112,인천,2019-05-13,16.9,0,2,,
112,인천,2019-05-14,18.1,,1.9,,
112,인천,2019-05-15,18.6,,1.8,,
112,인천,2019-05-16,21,,2.1,,
112,인천,2019-05-17,21.5,,1.6,,
112,인천,2019-05-18,21,0,3.8,,
112,인천,2019-05-19,19.2,14.4,3.3,,
112,인천,2019-05-20,15.1,8.3,5.1,,
112,인천,2019-05-21,15.8,,3.8,,
112,인천,2019-05-22,17.6,,3.5,,
112,인천,2019-05-23,19.5,,2.5,,
112,인천,2019-05-24,22.2,,2.3,,
112,인천,2019-05-25,21.7,,2.6,,
112,인천,2019-05-26,23.2,,2.3,,
112,인천,2019-05-27,17.4,10.5,4.8,,
112,인천,2019-05-28,17.2,,3.5,,
112,인천,2019-05-29,18.4,,3,,
112,인천,2019-05-30,18.4,0,3.9,,
112,인천,2019-05-31,17.7,,3.4,,
112,인천,2019-06-01,17,,2.2,,
112,인천,2019-06-02,19.5,,2.1,,
112,인천,2019-06-03,21.2,,2.3,,
112,인천,2019-06-04,20.6,,2.9,,
112,인천,2019-06-05,19.5,,2.2,,
112,인천,2019-06-06,19.5,5.9,2.5,,
112,인천,2019-06-07,19.9,26.8,4.5,,
112,인천,2019-06-08,21.1,,2.2,,
112,인천,2019-06-09,20.1,0,2.3,,
112,인천,2019-06-10,19.6,3.4,3.3,,
112,인천,2019-06-11,20.3,,2.7,,
112,인천,2019-06-12,20.2,,2.4,,
112,인천,2019-06-13,21.3,,2.2,,
112,인천,2019-06-14,21.7,,2.3,,
112,인천,2019-06-15,21.8,,3.9,,
112,인천,2019-06-16,21.1,,2.5,,
112,인천,2019-06-17,19.7,.2,2.8,,
112,인천,2019-06-18,20.6,4.5,2.9,,
112,인천,2019-06-19,20.9,.8,2.4,,
112,인천,2019-06-20,21.5,,2.5,,
112,인천,2019-06-21,21.4,,2.3,,
112,인천,2019-06-22,23.4,,3,,
112,인천,2019-06-23,24.4,,3.2,,
112,인천,2019-06-24,23,,2.5,,
112,인천,2019-06-25,23.7,,2.3,,
112,인천,2019-06-26,23.8,0,1.6,,
112,인천,2019-06-27,23.7,.9,2.1,,
112,인천,2019-06-28,22.5,3.8,2,,
112,인천,2019-06-29,23,3.2,2,,
112,인천,2019-06-30,22.2,.2,2.7,,
112,인천,2019-07-01,22.3,,2.6,,
112,인천,2019-07-02,22.7,,2.8,,
112,인천,2019-07-03,22.3,,2,,
112,인천,2019-07-04,22.8,,2.2,,
112,인천,2019-07-05,25.1,,2,,
112,인천,2019-07-06,28.6,,2.3,,
112,인천,2019-07-07,27,,4.1,,
112,인천,2019-07-08,25.6,,3.4,,
112,인천,2019-07-09,25.1,,3,,
112,인천,2019-07-10,22.8,3.7,4.2,,
112,인천,2019-07-11,21,.1,4,,
112,인천,2019-07-12,22.7,,2.5,,
112,인천,2019-07-13,23.1,11.1,2.3,,
112,인천,2019-07-14,24.3,,1.9,,
112,인천,2019-07-15,24,0,1.9,,
112,인천,2019-07-16,24.3,37.5,2.1,,
112,인천,2019-07-17,25.1,,1.7,,
112,인천,2019-07-18,25.8,0,2.1,,
112,인천,2019-07-19,28.1,,2.5,,
112,인천,2019-07-20,27.8,3.8,5.1,,
112,인천,2019-07-21,24.6,6,3.2,,
112,인천,2019-07-22,24.9,,2.5,,
112,인천,2019-07-23,26.5,0,2.5,,
112,인천,2019-07-24,25.5,1,2.6,,
112,인천,2019-07-25,25.5,9.1,2.5,,
112,인천,2019-07-26,24.4,61.1,2.5,,
112,인천,2019-07-27,27.2,4.8,2.3,,
112,인천,2019-07-28,25.5,30,4.1,,
112,인천,2019-07-29,26.8,.2,4.3,,
112,인천,2019-07-30,27.1,2.4,4.8,,
112,인천,2019-07-31,25,50,3.6,,
112,인천,2019-08-01,25.8,26,2.4,,
112,인천,2019-08-02,27.6,,1.9,,
112,인천,2019-08-03,28.8,,2.1,,
112,인천,2019-08-04,28.7,,2,,
112,인천,2019-08-05,29.9,,2.3,,
112,인천,2019-08-06,31.4,,2.4,,
112,인천,2019-08-07,27.9,0,2.1,,
112,인천,2019-08-08,28,,2.1,,
112,인천,2019-08-09,28.9,,2.2,,
112,인천,2019-08-10,31.4,,2.9,,
112,인천,2019-08-11,30.3,10,6.1,,
112,인천,2019-08-12,26.2,52.7,3.7,,
112,인천,2019-08-13,27.5,4.1,2.2,,
112,인천,2019-08-14,29.5,2.7,2.1,,
112,인천,2019-08-15,26.3,6.4,3.6,,
112,인천,2019-08-16,25.8,0,3.7,,
112,인천,2019-08-17,25.3,0,3,,
112,인천,2019-08-18,25.3,,2.5,,
112,인천,2019-08-19,26.1,,2.5,,
112,인천,2019-08-20,27.9,,2.2,,
112,인천,2019-08-21,26.9,.6,2.4,,
112,인천,2019-08-22,26.3,,2.5,,
112,인천,2019-08-23,25.8,,3.1,,
112,인천,2019-08-24,24.2,,2.2,,
112,인천,2019-08-25,24.8,,2.1,,
112,인천,2019-08-26,25.9,,2.2,,
112,인천,2019-08-27,24.9,2.6,2.2,,
112,인천,2019-08-28,25.6,,2.7,,
112,인천,2019-08-29,23.8,38.6,3.6,,
112,인천,2019-08-30,23.1,0,3.7,,
112,인천,2019-08-31,23.5,0,2.4,,
112,인천,2019-09-01,23.6,,1.9,,
112,인천,2019-09-02,24.6,,2.4,,
112,인천,2019-09-03,24.6,3.2,2.2,,
112,인천,2019-09-04,22.9,58.2,2.9,,
112,인천,2019-09-05,23,40.3,2.4,,
112,인천,2019-09-06,24.7,6.9,2.3,,
112,인천,2019-09-07,25.2,1.4,8.6,,
112,인천,2019-09-08,24.2,,2.6,,
112,인천,2019-09-09,25.3,0,1.9,,
112,인천,2019-09-10,23.8,88.8,2.4,,
112,인천,2019-09-11,24.3,4.2,3.5,,
112,인천,2019-09-12,20.5,25.2,3.5,,
112,인천,2019-09-13,22.5,0,2.5,,
112,인천,2019-09-14,22.7,.8,2.1,,
112,인천,2019-09-15,23.5,,2.5,,
112,인천,2019-09-16,24.1,,3.1,,
112,인천,2019-09-17,23.9,,2.7,,
112,인천,2019-09-18,20.5,,4.4,,
112,인천,2019-09-19,19.2,,3.2,,
112,인천,2019-09-20,19.9,,2.7,,
112,인천,2019-09-21,20.3,0,2.7,,
112,인천,2019-09-22,19.4,0,4.4,,
112,인천,2019-09-23,19.8,,3.7,,
112,인천,2019-09-24,20.2,,1.8,,
112,인천,2019-09-25,20.8,,1.7,,
112,인천,2019-09-26,22.9,,1.7,,
112,인천,2019-09-27,23.2,,1.9,,
112,인천,2019-09-28,23.1,,2.3,,
112,인천,2019-09-29,21.7,,2.1,,
112,인천,2019-09-30,21.7,,1.6,,
112,인천,2019-10-01,22.8,,1.6,,
112,인천,2019-10-02,22.1,13.2,3.4,,
112,인천,2019-10-03,23.1,4.2,3.7,,
112,인천,2019-10-04,22.2,,2.5,,
112,인천,2019-10-05,18.5,0,3,,
112,인천,2019-10-06,17.9,,2.9,,
112,인천,2019-10-07,15.3,13.8,2.3,,
112,인천,2019-10-08,15.7,,4.2,,
112,인천,2019-10-09,14.5,,1.7,,
112,인천,2019-10-10,16.1,,1.7,,
112,인천,2019-10-11,19.3,,2.8,,
112,인천,2019-10-12,18.2,,4.8,,
112,인천,2019-10-13,17.5,,2.7,,
112,인천,2019-10-14,14.3,,3.7,,
112,인천,2019-10-15,14,,2.4,,
112,인천,2019-10-16,14.8,,2.3,,
112,인천,2019-10-17,16,,1.8,,
112,인천,2019-10-18,18.2,,2.9,,
112,인천,2019-10-19,17.2,,2.3,,
112,인천,2019-10-20,16.5,,2,,
112,인천,2019-10-21,17.4,,2.5,,
112,인천,2019-10-22,18,,1.9,,
112,인천,2019-10-23,17.8,,2.4,,
112,인천,2019-10-24,18.2,,3.1,,
112,인천,2019-10-25,16,0,3.3,,
112,인천,2019-10-26,10.2,,3.2,,
112,인천,2019-10-27,12.5,,2,,
112,인천,2019-10-28,14.1,.6,3.7,,
112,인천,2019-10-29,13.6,.1,3.4,,
112,인천,2019-10-30,13,,2.1,,
112,인천,2019-10-31,15.7,,3.4,,
112,인천,2019-11-01,15.1,,2.5,,
112,인천,2019-11-02,13.8,,1.5,,
112,인천,2019-11-03,14.9,,2.7,,
112,인천,2019-11-04,14.2,,2.3,,
112,인천,2019-11-05,13.2,,2.2,,
112,인천,2019-11-06,11.7,,2.1,,
112,인천,2019-11-07,9.4,,3.5,,
112,인천,2019-11-08,7.3,,3.3,,
112,인천,2019-11-09,10.7,,2.1,,
112,인천,2019-11-10,10.8,21.4,3.2,,
112,인천,2019-11-11,12.1,1.3,4.1,,
112,인천,2019-11-12,11,,1.3,,
112,인천,2019-11-13,8.7,5.9,4.5,,
112,인천,2019-11-14,2.1,,3.8,,
112,인천,2019-11-15,7.3,23.4,3.6,,
112,인천,2019-11-16,7.3,,1.8,,
112,인천,2019-11-17,9.7,23.7,3.8,,
112,인천,2019-11-18,4.8,9.9,5.5,,
112,인천,2019-11-19,.7,0,3.6,,
112,인천,2019-11-20,1.1,,2.7,,
112,인천,2019-11-21,5.7,,2.3,,
112,인천,2019-11-22,10.8,,2.3,,
112,인천,2019-11-23,12.7,,1.8,,
112,인천,2019-11-24,10.5,3.8,3.4,,
112,인천,2019-11-25,1.4,,4.1,,
112,인천,2019-11-26,6.2,,2.5,,
112,인천,2019-11-27,2.9,,4.5,,
112,인천,2019-11-28,2.8,,3.8,,
112,인천,2019-11-29,2,,3.1,,
112,인천,2019-11-30,4.6,,1.7,,
112,인천,2019-12-01,5.1,3.8,2.4,,
112,인천,2019-12-02,.5,0,4.8,,
112,인천,2019-12-03,1.7,1.8,2.3,,
112,인천,2019-12-04,2.5,.3,3,,
112,인천,2019-12-05,-4.3,,5.5,,
112,인천,2019-12-06,-5.1,,2.7,,
112,인천,2019-12-07,.1,.1,2.4,,
112,인천,2019-12-08,.9,,1.9,,
112,인천,2019-12-09,5.3,0,4.6,,
112,인천,2019-12-10,8.2,2.4,2.3,,
112,인천,2019-12-11,6.4,0,5.2,,
112,인천,2019-12-12,-.1,,3.3,,
112,인천,2019-12-13,3.3,1.2,3.8,,
112,인천,2019-12-14,2.6,0,4.7,,
112,인천,2019-12-15,5.2,,2,,
112,인천,2019-12-16,8.9,,2.1,,
112,인천,2019-12-17,7.9,6.7,4.6,,
112,인천,2019-12-18,.3,,4.1,,
112,인천,2019-12-19,-.5,0,3.3,,
112,인천,2019-12-20,-1,0,3.1,,
112,인천,2019-12-21,.2,2.1,3.3,,
112,인천,2019-12-22,4.5,.6,2.4,,
112,인천,2019-12-23,3.4,4.8,3.4,,
112,인천,2019-12-24,.7,,2.9,,
112,인천,2019-12-25,2.5,,1.5,,
112,인천,2019-12-26,2,.2,4,,
112,인천,2019-12-27,-1,,2.8,,
112,인천,2019-12-28,2.6,,3.4,,
112,인천,2019-12-29,4.9,.9,2.8,,
112,인천,2019-12-30,2.4,.1,4.6,,
112,인천,2019-12-31,-7.3,0,5,,
